Город;Описание;Картинка;Голосов;Ссылка
ВЛАДИВОСТОК;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №60 Г. ВЛАДИВОСТОКА" ШКОЛЬНЫЕ ТУАЛЕТЫ РАСПОЛОЖЕНЫ НА 1, 2 , 3 ЭТАЖАХ ШКОЛЫ. ЭТО ТУАЛЕТ ДЛЯ НАЧАЛЬНОЙ ШКОЛЫ. СЮДА ДЕТИ БОЯТСЯ ЗАХОДИТЬ, ПОЭТОМУ НЕКОТОРЫЕ ДЕТИ ТЕРПЯТ. А, ТАК КАК ЭТО МАЛЫШИ, ТО ИНОГДА СЛУЧАЮТСЯ И НЕПРИЯТНОСТИ. НА 1-М ЭТАЖЕ ПРИСУТСТВУЕТ НЕПРИЯТНЫЙ ЗАПАХ. В ПЛАЧЕВНОМ СОСТОЯНИИ НАХОДЯТСЯ И ТУАЛЕТЫ НА 2-ОМ ЭТАЖЕ, КОТОРЫЕ ПОСЕЩАЮТ ШКОЛЬНИКИ СРЕДНЕГО ЗВЕНА. РОДИТЕЛИ ПИСАЛИ ЖАЛОБЫ ДАЖЕ В ПРОКУРАТУРУ, НО ДЕНЕГ НА РЕШЕНИЕ ВСЕХ ПРОБЛЕМ, КОТОРЫЕ ИМЕЮТСЯ В ШКОЛЕ, НЕ ХВАТАЕТ. ДОРОГОЙ, DOMESTOS, ПОМОГИТЕ НАМ РЕШИТЬ ПРОБЛЕМУ СО ШКОЛЬНЫМ ТУАЛЕТОМ. ДЕТИ ДОЛЖНЫ ПОЛЬЗОВАТЬСЯ ЧИСТЫМИ И УЮТНЫМИ САНИТАРНЫМИ УЗЛАМИ.;https://www.promonado.ru/domestos-schools/thumb/1834313D-0149-4DCA-B649-58DB92B59946.jpg;45;https://www.promonado.ru/domestos-schools/?voteid=909
ВЛАДИВОСТОК;МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ "СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №60 Г. ВЛАДИВОСТОКА" В ШКОЛЕ ТУАЛЕТЫ РАСПОЛОЖЕНЫ НА 1, 2, 3 ЭТАЖАХ. НО ЭТИ САНУЗЛЫ НЕ ОТВЕЧАЮТ ТРЕБОВАНИЯМ САНИТАРИИ. ШКОЛЬНИКИ МЛАДШИХ КЛАССОВ БОЯТСЯ ЗАХОДИТЬ ТУДА. ЗЛОВОННЫЙ ЗАПАХ РАСПРОСТРАНЯЕТСЯ ПО 1-МУ ЭТАЖУ. УВАЖАЕМАЯ КОМПАНИЯ "DOMESTOS" ПОМОГИТЕ НАМ ПРИВЕСТИ В ПОРЯДОК ШКОЛЬНЫЕ ТУАЛЕТЫ. ДЕТИ ДОЛЖНЫ ПОЛЬЗОВАТЬСЯ ЧИСТЫМИ САНУЗЛАМИ.;https://www.promonado.ru/domestos-schools/thumb/C3E6EA4D-DCCD-4C1A-9DA2-698D5A453325.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=910
ЧЕРЕМХОВО ИРКУТСКАЯ ОБЛАСТЬ;МОУ ШКОЛА №8 ИМ. А.С. ПУШКИНА Г. ЧЕРЕМХОВО ЭТО ЖЕНСКИЙ ШКОЛЬНЫЙ ТУАЛЕТ. В НЕМ ОЧЕНЬ ТЕМНО, Т.К. ЕСТЬ ВСЕГО ОДНА ТУСКЛАЯ ЛАМПОЧКА. КАБИНОК НЕТ. УНИТАЗЫ ПЕРЕОДИЧЕСКИ ЛОМАЮТСЯ, А НЕКОТОРЫЕ ДАЖЕ И НЕ РЕМОНТИРУЮТСЯ, ТАК И СТОЯТ СЛОМАННЫЕ. ВОДЫ В ТУАЛЕТЕ ЧАСТО НЕ БЫВАЕТ ПО НЕПОНЯТНЫМ ПРИЧИНАМ, . ;https://www.promonado.ru/domestos-schools/thumb/0C3C26B7-DD15-4C5C-A2B9-3899EF832540.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=911
МЕЖДУРЕЧЕНСК;ШКОЛА 19 РЕМОНТ ШКОЛЬНОГО ТУАЛЕТА;https://www.promonado.ru/domestos-schools/thumb/4B756172-A078-4078-BF7F-3F075C617356.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=912
ДЕРБЕНТСКИЙ РАЙОН;(ДШИ №5)( ДЮСШ) П.БЕЛИДЖИ КАК ТЕБЕ ТАКОЕ, ИЛОН МАСК? ИНТЕРЬЕР НЕ ВЫКЛАДЫВАЕМ ИЗ-ЗА ЭТИЧЕСКИХ СООБРАЖЕНИЙ.;https://www.promonado.ru/domestos-schools/thumb/73ABC3F7-2DB7-4326-988A-B7F2F3B65DF5.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=915
КИРОВ;ГИМНАЗИЯ ГРИНА Я ПОКАКАЛ;https://www.promonado.ru/domestos-schools/thumb/A71F0763-FF1F-4A62-8258-9DD88EFD4A4E.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=916
Г. КАМЕНСК-УРАЛЬСКИЙ;УЛ. ПР ПОБЕДЫ 85 ДЕТСКИЙ САД 6 ПОМОГИТЕ ПОЖАЛУЙСТА, ОТРЕМОНТИРОВАТЬ ТУАЛЕТ. ВСЁ РАЗВАЛИВАЕТСЯ.;https://www.promonado.ru/domestos-schools/thumb/6B63F91F-9AB5-4AA3-B887-C9989FFDF6DC.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=917
ГУСЬ-ХРУСТАЛЬНЫЙ;УЛ. ОКТЯБРЬСКАЯ, Д.13 МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ "ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ "ИСТОК" ЦЕНТР ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ДЕТЕЙ "ИСТОК" ПОСТРОЕН В 1935 ГОДУ, НИ РАЗУ В НЕМ НЕ ПРОВОДИЛСЯ КАПИТАЛЬНЫЙ РЕМОНТ, А ТЕМ БОЛЕЕ РЕМОНТ ТУАЛЕТОВ. НАШЕ УЧРЕЖДЕНИЕ ПОСЕЩАЕТ 906 ШКОЛЬНИКОВ. УВЕРЕННЫ, ЧТО ИМИЖД УЧРЕЖДЕНИЯ НАЧИНАЕТСЯ С ТУАЛЕТА!;https://www.promonado.ru/domestos-schools/thumb/399F842B-BA24-4EF5-B248-178278319582.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=918
;УЛ. С. ТЮЛЕНИНА, ДОМ 5 СОШ#44 ТУАЛЕТ ПОСЛЕ ПОЖАРА НА ПЕРВОМ ЭТАЖЕ ДЛЯ МАЛЬЧИКОВ;https://www.promonado.ru/domestos-schools/thumb/3B307CF7-E7F4-49DA-A546-E6747687809D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=920
;УЛ. С. ТЮЛЕНИНА, ДОМ 5 СОШ#44 ТУАЛЕТ ПОСЛЕ ПОЖАРА НА 1 ЭТАЖЕ ДЛЯ МАЛЬЧИКОВ;https://www.promonado.ru/domestos-schools/thumb/3B307CF7-E7F4-49DA-A546-E6747687809D.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=921
;УЛ.С.ТЮЛЕНИНА, ДОМ 5 ТУАЛЕТ ПОСЛЕ ПОЖАРА ДЛЯ МАЛЬЧИКОВ;https://www.promonado.ru/domestos-schools/thumb/CE2AC939-317F-4C16-960E-F465BEE06F71.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=922
ДАГЕСТАНСКИЕ ОГНИ;РОССИЯ, РЕСПУБЛИКА ДАГЕСТАН, Г. ДАГЕСТАНСКИЕ ОГНИ, ПЛ. КИРОВА , 5 ТУАЛЕТУ БОЛЬШЕ 40 ЛЕТ . ЭТО ПРОСТО НЕ ВОЗМОЖНО . ДЕТИ ВЫНУЖДЕНЫ ХОДИТЬ В ЭТОТ УЖАСНЫЙ ТУАЛЕТ . А НЕКОТОРЫМ ПРИХОДИТЬСЯ ТЕРПЕТЬ ;https://www.promonado.ru/domestos-schools/thumb/E6D32262-B004-4B50-A6D6-D92AC3BA96A0.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=923
ДАГЕСТАНСКИЕ ОГНИ;РОССИЯ , РЕСПУБЛИКА ДАГЕСТАН, Г. ДАГЕСТАНСКИЕ ОГНИ, ПЛ. КИРОВА , 5 ЕМУ БОЛЬШЕ 40 ЛЕТ . УЖАСНЫЕ УСЛОВИЯ . ДЕТИ ВЫНУЖДЕНЫ ХОДИТЬ ;https://www.promonado.ru/domestos-schools/thumb/61293D00-FD9E-496E-B0F7-705796FBA893.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=924
РОСТОВ-НА-ДОНУ;СШОР8 , ЗАЛ ДЛЯ ГАНДБОЛА ДЕТСКАЯ РАЗДЕВАЛКА ДЛЯ ДЕВОЧЕК;https://www.promonado.ru/domestos-schools/thumb/CB8FBD73-86AA-4A12-942E-58B1130619F9.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=925
;МАОУ "ООШ С. ПЛЕХАНЫ", БАЛАКОВСКИЙ Р-Н, С. ПЛЕХАНЫ, УЛ. ЛЕНИНА, Д. 171 БЕЗ ЛИШНИХ СЛОВ....ШКОЛЬНИКИ ИМЕЮТ ПРАВО НА НОРМАЛЬНЫЕ УСЛОВИЯ ОБУЧЕНИЯ!;https://www.promonado.ru/domestos-schools/thumb/04EFA457-615F-4E64-A9E5-42889EF31058.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=926
;МАОУ "ООШ С. ПЛЕХАНЫ", БАЛАКОВСКИЙ Р-Н, С. ПЛЕХАНЫ, УЛ. ЛЕНИНА, Д. 171 БЕЗ ЛИШНИХ СЛОВ... ШКОЛЬНИКИ ИМЕЮТ ПРАВО НА НОРМАЛЬНВЕ УСЛОВИЯ ОБУЧЕНИЯ!;https://www.promonado.ru/domestos-schools/thumb/F9F47D9A-8BEA-4E60-8417-826117648F4C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=928
ГОРОД ГУСЬ-ХРУСТАЛЬНЫЙ;МБУДО "ЦДОД "ИСТОК" НАШЕ ЗДАНИЕ МБУДО "ЦДОД "ИСТОК" ПОСТРОЕНО В 1935 ГОДУ. РЕМОНТ ОСУЩЕСТВЛЯЛСЯ ТОЛЬКО КОСМЕТИЧЕСКИЙ. ХОТЕЛОСЬ БЫ ЧТОБЫ ДЕТИ ХОДИЛИ В СОВРЕМЕННЫЙ, УДОБНЫЙ ТУАЛЕТ. ТУАЛЕТ ВАЖНАЯ ЧАСТЬ ЗДАНИЯ.;https://www.promonado.ru/domestos-schools/thumb/A89E358B-F7B4-4090-9DD1-EB2D213EC5A5.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=929
;МАОУ "ООШ С. ПЛЕХАНЫ", БАЛАКОВСКИЙ Р-Н, С. ПЛЕХАНЫ, УЛ. ЛЕНИНА, Д. 171 БЕЗ ЛИШНИХ СЛОВ...;https://www.promonado.ru/domestos-schools/thumb/F9F47D9A-8BEA-4E60-8417-826117648F4C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=930
МОСКВА;ШКОЛА № 1280, УЛ. КРЖИЖАНОВСКОГО, ДОМ 30 ТУАЛЕТ С ПОЛНЫМ НАБОРОМ АНТИСАНИТАРИИ, ГОДОВАЛЫМ ЗАСОРОМ И ТРЕСНУТОЙ ТРУБОЙ, КОТОРУЮ ВЕЧНО ПРОРЫВАЕТ;https://www.promonado.ru/domestos-schools/thumb/6072E0B6-1970-4602-87C2-7946060B7207.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=931
ТАГАНРОГ;ТАГАНРОГ, П.ТОЛЬЯТТИ 32/2, МОБУ СОШ №34 ТУАЛЕТ НЕ РЕМОНТИРОВАЛСЯ ОЧЕНЬ ДАВНО, ОТСУТСТВУЮТ КАБИНКИ;https://www.promonado.ru/domestos-schools/thumb/DC45CF09-A43F-459A-B55E-6E481DF5E1BA.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=935
НОВОКУЗНЕЦК;654005 Г. НОВОКУЗНЕЦК, УЛ. ПОКРЫШКИНА, 18, МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 97» МБОУ «СОШ № 97» МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 97 В НАШЕЙ ШКОЛЕ, ЕСТЬ ВСЕ ДЛЯ ТУАЛЕТА: КАНАЛИЗАЦИЯ, КАФЕЛЬ ЧИСТЫЙ И УХОЖЕННЫЙ, КАБИНКИ. ТОЛЬКО НЕТ УНИТАЗА. ОБИДНО, ЧТО ТОЛЬКО 1 УНИТАЗ НА ВСЮ ТУАЛЕТНУЮ КОМНАТУ. ПОЭТОМУ У НАС В ОБЕД ВЫСТАИВАЕТСЯ ОЧЕРЕДЬ.;https://www.promonado.ru/domestos-schools/thumb/3D093E51-E70C-442D-B7EB-677EC5727689.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=936
ТЮМЕНЬ;ГЕОЛОГОРАЗВЕДЧИКОВ, 14 ЛИЦЕЙ №93 ОДНА КАБИНКА В СПОРТЗАЛЕ ЛИЦЕЯ, ВТОРУЮ ЗАБРАЛИ ТЕХНИЧКИ. ВСЕ ВРОДЕ ЧИСТО НО УЖЕ СТАРОЕ И ПОТЕРТОЕ И МЕСТА МАЛО.;https://www.promonado.ru/domestos-schools/thumb/74F2B2D6-33FC-4322-8764-EA6B8BA29A20.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=937
МОСКВА;ГБОУ ШКОЛА №1242 ТРЕБУЕТСЯ РЕМОНТ;https://www.promonado.ru/domestos-schools/thumb/331DF066-A54A-4E44-81FF-777E4E950C1A.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=938
ТЮМЕНЬ;ЭНЕРГЕТИКОВ, 36, ШКОЛА №7 ТУАЛЕТ НЕ ПЛАХОЙ, НО СТРЕМНЫЙ И ХОЧЕТСЯ ЧТОБЫ ВСЕ БЫЛО КРАСИВО. ВИДИМО РЕМОНТ ДЕЛАЛИ ДАВНО.;https://www.promonado.ru/domestos-schools/thumb/B5769879-D1B8-474A-9158-F539C8070513.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=939
ПРИМОРСКИЙ КРАЙ, ОЛЬГИНСКИЙ РАЙОН, С. ВЕСЕЛЫЙ ЯР;С. ВЕСЕЛЫЙ ЯР УЛ. ТРАКТОВАЯ 41А МКОУ"СОШ С. ВЕСЕЛЫЙ ЯР" ТУАЛЕТ ПОСТРОЕН 51 ГОД НАЗАД. ТАК КАК ОН СТОИТ НА УЛИЦЕ И НИКАК НЕ УТЕПЛËН ДЕТЯМ С 1 ПО 11 КЛАССЫ, УЧИТЕЛЯМ И РАБОТНИКАМ ШКОЛЫ ПРИХОДИТСЯ ХОДИТЬ ТУДА В ДОЖДЬ, ЗИМОЙ В МОРОЗ, ПУРГУ, ЧТО ПОТОМ СКАЗЫВАЕТСЯ НА ЗДОРОВЬЕ. МЫ ЖИВЕМ В 21 ВЕКЕ И Я СЧИТАЮ, ЧТО ТАКИЕ УСЛОВИЯ НЕ ДОПУСТИМЫ В ДЕТСКИХ УЧРЕЖДЕНИЯХ. ПРОСИМ ПОМОЩИ...;https://www.promonado.ru/domestos-schools/thumb/5AC8E5D0-D493-4CC0-94B3-AE8E9A7408F4.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=940
;МАОУ "ООШ С. ПЛЕХАНЫ", БАЛАКОВСКИЙ Р-Н, С. ПЛЕХАНЫ, УЛ. ЛЕНИНА, Д. 171 БЕЗ ЛИШНИХ СЛОВ....;https://www.promonado.ru/domestos-schools/thumb/2AE9DD01-140E-4D0D-8F05-C3D5E224ABBF.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=941
ПРИМОРСКИЙ КРАЙ, ОЛЬГИНСКИЙ РАЙОН, С. ВЕСЕЛЫЙ ЯР;С. ВЕСЕЛЫЙ ЯР УЛ. ТРАКТОВАЯ 41А МКОУ"СОШ С. ВЕСЕЛЫЙ ЯР" ТУАЛЕТ ПОСТРОЕН 51 ГОД НАЗАД. ТАК КАК ОН СТОИТ НА УЛИЦЕ И НИКАК НЕ УТЕПЛËН ДЕТЯМ С 1 ПО 11 КЛАССЫ, УЧИТЕЛЯМ И РАБОТНИКАМ ШКОЛЫ ПРИХОДИТСЯ ХОДИТЬ ТУДА В ДОЖДЬ, ЗИМОЙ В МОРОЗ, ПУРГУ, ЧТО ПОТОМ СКАЗЫВАЕТСЯ НА ЗДОРОВЬЕ. МЫ ЖИВЕМ В 21 ВЕКЕ И Я СЧИТАЮ, ЧТО ТАКИЕ УСЛОВИЯ НЕ ДОПУСТИМЫ В ДЕТСКИХ УЧРЕЖДЕНИЯХ. ПРОСИМ ПОМОЩИ...;https://www.promonado.ru/domestos-schools/thumb/5AC8E5D0-D493-4CC0-94B3-AE8E9A7408F4.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=942
ПРИМОРСКИЙ КРАЙ, ОЛЬГИНСКИЙ РАЙОН, С. ВЕСЕЛЫЙ ЯР;МКОУ"СОШ С.ВЕСЕЛЫЙ ЯР" ПРИМОРСКИЙ КРАЙ, С. ВЕСЕЛЫЙ ЯР, УЛ.ТРАКТОВАЯ 41А ТУАЛЕТ ПОСТРОЕН 51 ГОД НАЗАД. ТАК КАК ОН СТОИТ НА УЛИЦЕ И НИКАК НЕ УТЕПЛËН ДЕТЯМ С 1 ПО 11 КЛАССЫ, УЧИТЕЛЯМ И РАБОТНИКАМ ШКОЛЫ ПРИХОДИТСЯ ХОДИТЬ ТУДА В ДОЖДЬ, ЗИМОЙ В МОРОЗ, ПУРГУ, ЧТО ПОТОМ СКАЗЫВАЕТСЯ НА ЗДОРОВЬЕ. МЫ ЖИВЕМ В 21 ВЕКЕ И Я СЧИТАЮ, ЧТО ТАКИЕ УСЛОВИЯ НЕ ДОПУСТИМЫ В ДЕТСКИХ УЧРЕЖДЕНИЯХ. ПРОСИМ ПОМОЩИ...;https://www.promonado.ru/domestos-schools/thumb/68C9FD69-1CF7-4AFD-B1D1-3A608C982A35.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=943
ПГТ. КЕДРОВЫЙ;МБОУ "СОШ 71 П. КЕДРОВЫЙ КРАСНОЯРСКОГО КРАЯ" 66910, КРАСНОЯРСКИЙ КРАЙ, П. КЕДРОВЫЙ, УЛ. БАГИРОВА, 18 ТУАЛЕТ ДЛЯ МАЛЬЧИКОВ;https://www.promonado.ru/domestos-schools/thumb/9514F70D-7148-4EEB-B668-D43C1D49882A.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=944
;ЛУННАЯ 5А,МБОУСОШ 98 ПИБЬПТММ;https://www.promonado.ru/domestos-schools/thumb/477F3343-7FE3-4CAA-A543-52CF4A17E6B2.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=945
ПРИМОРСКИЙ КРАЙ, ОЛЬГИНСКИЙ РАЙОН С.ВЕСЕЛЫЙ ЯР;МКОУ"СОШ С.ВЕСЕЛЫЙ ЯР" С.ВЕСЕЛЫЙ ЯР УЛ. ТРАКТОВАЯ 41А ТУАЛЕТ ПОСТРОЕН 51 ГОД НАЗАД. ТАК КАК ОН СТОИТ НА УЛИЦЕ И НИКАК НЕ УТЕПЛËН ДЕТЯМ С 1 ПО 11 КЛАССЫ, УЧИТЕЛЯМ И РАБОТНИКАМ ШКОЛЫ ПРИХОДИТСЯ ХОДИТЬ ТУДА В ДОЖДЬ, ЗИМОЙ В МОРОЗ, ПУРГУ, ЧТО ПОТОМ СКАЗЫВАЕТСЯ НА ЗДОРОВЬЕ. МЫ ЖИВЕМ В 21 ВЕКЕ И Я СЧИТАЮ, ЧТО ТАКИЕ УСЛОВИЯ НЕ ДОПУСТИМЫ В ДЕТСКИХ УЧРЕЖДЕНИЯХ. ПРОСИМ ПОМОЩИ...;https://www.promonado.ru/domestos-schools/thumb/5F226613-4BD2-4087-B5E5-6044D22756D1.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=946
ЭЛИСТА;ЭМГ У НАС В ТУАЛЕТЕ ВИСИТ ЛУНТИК;https://www.promonado.ru/domestos-schools/thumb/5FC602BD-528F-4CDE-89D0-E3510690797C.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=947
САНКТ-ПЕТЕРБУРГ;ГУМРФ ИМ. АДМ. МАКАРОВА, САНКТ-ПЕТЕРБУРГ, УЛ. ДВИНСКАЯ, Д. 5/7 УБИТЫЙ ТУАЛЕТ (;https://www.promonado.ru/domestos-schools/thumb/9C70C0AB-FF9A-4201-B908-0A9F0A47B026.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=948
ЮЖНО-САХАЛИНСК;КОМСОМОЛЬСКАЯ 191А, МАОУ ЛИЦЕЙ №1 НА ФОТОГРАФИИ ВЫ МОЖЕТЕ НАБЛЮДАТЬ МУЖСКУЮ УБОРНУЮ КОМНАТУ ЛИЦЕЯ №1. В ЭТОМ ПРЕКРАСНОМ МЕСТЕ МОЖНО НЕ ТОЛЬКО СПРАВИТЬ НУЖДУ, НО И НАБЛЮДАТЬ ИНТЕРЕСНЫЕ ДИЗАЙНЕРСКИЕ РЕШЕНИЯ. САМА УБОРНАЯ ВЫПОЛНЕНА В СТАРОМ СТИЛЕ, МЕСТАМИ НАБЛЮДАЕТСЯ СОВЕТСКОЕ БАРОККО: САНТЕХНИКА, ДЕРЖАТЕЛИ ДЛЯ ТУАЛЕТНОЙ БУМАГИ И ПЛАФОНЫ ОЧЕНЬ НАПОМИНАЮТ НЕБЕЗИЗВЕСТНЫЙ «ИСТОРИЧЕСКИЙ ТУАЛЕТ» ГУМА. ДАННОЕ ПРЕКРАСНОЕ АРХИТЕКТУРНОЕ РЕШЕНИЕ БЫЛО ПРИНЯТО ЕЩЁ ВО ВРЕМЕНА СОВЕТСКОГО ПРАВИТЕЛЬСТВА, И В ДАНЬ УВАЖЕНИЯ ТРАДИЦИЯМ ПО СЕЙ ДЕНЬ УБОРНАЯ КОМНАТА СОХРАНЯЕТСЯ В ПЕРВОЗДАННОМ ВИДЕ. И ДЛЯ ЭТОГО АДМИНИСТРАЦИЯ И РАБОЧИЙ ПЕРСОНАЛ ПРИНИМАЮТ ВСЕ УСИЛИЯ ПО СОХРАНЕНИЮ КУЛЬТУРНОГО И ЭСТЕТИЧЕСКОГО НАСЛЕДИЯ.  КАК УЖЕ УПОМИНАЛОСЬ ВЫШЕ, ПОСЕТИТЕЛИ УБОРНОЙ КОМНАТЫ МОГУТ НЕ ТОЛЬКО ВОСХИТИТЬСЯ ОКРУЖАЮЩЕЙ ОБСТАНОВКОЙ, НО И ВОСПОЛЬЗОВАТЬСЯ ЕЙ ПО ПРЯМОМУ НАЗНАЧЕНИЮ. В ДАННОМ МЕСТЕ МОЖНО ПРИВЕСТИ СЕБЯ В ПОРЯДОК, ПРИНЯТЬ ДУШ, ПОЧИСТИТЬ ЗУБЫ, ПОБРИТЬСЯ, А ТАКЖЕ ПРИОБРЕСТИ СОПУТСТВУЮЩИЕ АКСЕССУАРЫ. ТО ЕСТЬ ПОЛУЧИТЬ УДОВОЛЬСТВИЕ ОТ НЕЗАМЕТНЫХ НА ПЕРВЫЙ ВЗГЛЯД, НО ОЧЕНЬ ВАЖНЫХ ДЕТАЛЕЙ. ИМЕННО ИМ УДЕЛЯЕТСЯ ОСОБОЕ ВНИМАНИЕ. В ТОМ ЧИСЛЕ И ЗАПАХУ, СОПУТСТВУЮЩЕМУ ВО ВРЕМЯ СПРАВЛЕНИЯ ЧЕЛОВЕЧЕСКИХ ПОТРЕБНОСТЕЙ. АРОМАТНАЯ КОМПОЗИЦИЯ ПОСТРОЕНА КАК ТРЕХЭТАЖНАЯ ПИРАМИДА. В ЗАВИСИМОСТИ ОТ ЛЕТУЧЕСТИ ОТДЕЛЬНЫЕ КОМПОНЕНТЫ ЗАНИМАЮТ СВОИ СПЕЦИФИЧЕСКИЕ УРОВНИ. ПОСТОЯННЫЕ ПОСЕТИТЕЛИ НАЗЫВАЮТ ЭТИ УРОВНИ НОТАМИ. СРЕДИ НИХ МОЖНО ВЫДЕЛИТЬ НОТУ УТОНЧЕННОСТИ, СВЕЖЕСТИ И ГЛУБИНЫ.  НАДЕЮСЬ МНЕ УДАЛОСЬ В САМЫХ ЯРКИХ КРАСКАХ ОПИСАТЬ ДАННОЕ ПРЕКРАСНОЕ МЕСТО. ДА, НАША СКРОМНАЯ УБОРНАЯ КОМНАТА, КОНЕЧНО, МОЖЕТ НЕ ДОСТОЙНА ГЛАВНОГО ПРИЗА, НО ОТ ГОДОВОГО ЗАПАСА МОЮЩИХ СРЕДСТВ ОТ ЛУЧШЕГО ПРОИЗВОДИТЕЛЯ НА РЫНКЕ, А ИМЕННО DOMESTOS, НИКТО НЕ ОТКАЖЕТСЯ, В ТОМ ЧИСЛЕ И РАБОЧИЙ ПЕРСОНАЛ ЛИЦЕЯ №1. НО Я БУДУ РАДА, ЕСЛИ РОДНАЯ МОЕМУ СЕРДЦУ ШКОЛА ЗАЙМЁТ ПЕРВОЕ МЕСТО НА ЭТОМ ПРЕКРАСНОМ ТЕМАТИЧЕСКОМ КОНКУРСЕ. И ЭТО БУДЕТ ОДНО ИЗ ГЛАВНЫХ ДОСТИЖЕНИЙ ЛИЦЕЯ!;https://www.promonado.ru/domestos-schools/thumb/898F57E4-6CD6-4B0D-A097-6FB1A1A4F61F.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=949
МОСКВА;ШКОЛА 630 СТЕСНЯЮТСЯ;https://www.promonado.ru/domestos-schools/thumb/9C9F7D80-5818-48A7-81EF-1E884495F97B.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=950
МОСКВА;ШКОЛА 630 СТЕСНЯЮТСЯ;https://www.promonado.ru/domestos-schools/thumb/7DCC15CF-0356-4C15-B114-83EC3B03B601.jpg;0;https://www.promonado.ru/domestos-schools/?voteid=951
